animal_name,animal_gender,animal_birth_year,breed_rc,borough,zip_code,license_issued_date,license_expired_date,extract_year
Beezie,F,2013,French Bulldog,Manhattan,10012,10/8/2014,10/8/2017,2016
Hendrix,M,2012,Shih Tzu,Queens,11375,10/8/2014,10/8/2019,2016
Clara,F,2012,Border Collie,Brooklyn,11205,10/8/2014,10/8/2017,2016
Otis,M,2011,Labrador (or Crossbreed),Brooklyn,11231,10/8/2014,6/8/2019,2016
Benjamin,M,2014,Standard Schnauzer,Manhattan,10032,10/8/2014,10/8/2016,2016
Cody,M,2012,Siberian Husky,Queens,11105,10/8/2014,10/8/2016,2016
Waxey,M,2009,Chihuahua,Manhattan,10039,10/8/2014,1/9/2016,2016
Prince,M,2011,Labrador (or Crossbreed),Brooklyn,11228,10/8/2014,10/8/2017,2016
Bendels,M,2005,Maltese,Manhattan,10023,10/9/2014,10/9/2017,2016
Luna,F,2012,Shih Tzu,Manhattan,10039,10/9/2014,10/9/2017,2016
River,F,2013,Australian Shepherd,Manhattan,10012,10/9/2014,8/6/2016,2016
Sasha,F,2008,Yorkshire Terrier,Brooklyn,11224,10/9/2014,12/14/2019,2016
Doory,M,2011,Unknown,Queens,11106,10/9/2014,10/9/2016,2016
Zappa,M,2008,Border Collie,Brooklyn,11205,10/9/2014,10/9/2016,2016
Alex,M,2011,Yorkshire Terrier,Manhattan,10023,10/9/2014,10/9/2016,2016
Delilah,F,2007,German Shepherd Crossbreed,Manhattan,10024,10/9/2014,10/11/2019,2016
Ella,F,2012,Shih Tzu,Manhattan,10023,10/9/2014,10/9/2016,2016
Bianco,M,2008,Maltese,Queens,11102,10/9/2014,11/12/2016,2016
Polly,F,2013,Yorkshire Terrier,Manhattan,10011,10/9/2014,10/9/2019,2016
Scooby,F,2013,Unknown,Bronx,10475,10/9/2014,11/8/2019,2016
Nikko,M,2010,Siberian Husky,Manhattan,10038,10/9/2014,10/14/2016,2016
Mojo,M,2010,German Shepherd Crossbreed,Brooklyn,11222,10/9/2014,10/29/2016,2016
Layla,F,2011,"Bull Dog, French",Manhattan,10011,10/9/2014,12/11/2017,2016
Zoey,F,2007,Puggle,Brooklyn,11228,10/9/2014,10/9/2019,2016
Murphy,M,2012,Labradoodle,Manhattan,10016,10/9/2014,7/18/2019,2016
Watson,M,2013,Beagle,Brooklyn,11238,10/9/2014,10/10/2019,2016
Diesel,M,2010,Unknown,Brooklyn,11201,10/10/2014,9/19/2019,2016
Penny,F,2012,Bassett Hound,Manhattan,10002,10/10/2014,10/10/2016,2016
Chantilly,F,2012,Brittany Spaniel,Queens,11415,10/10/2014,10/10/2016,2016
Dodger,M,2010,Unknown,Manhattan,10280,10/10/2014,9/30/2017,2016
Luna,F,2012,Rottweiler,Bronx,10451,10/10/2014,10/10/2016,2016
Valentine,F,1998,Jack Russell Terrier,Manhattan,10022,10/10/2014,1/30/2016,2016
Betsy,F,2011,Labrador (or Crossbreed),Queens,11375,10/10/2014,8/1/2019,2016
Boomer,F,2011,Boston Terrier,Queens,11101,10/10/2014,10/10/2019,2016
Tootsie,F,2008,Staffordshire Bull Terrier,Queens,11385,10/10/2014,8/8/2017,2016
Humphrey,M,2013,Golden Retriever,Manhattan,10017,10/11/2014,10/11/2016,2016
Aj,M,2012,Golden Retriever,Manhattan,10075,10/11/2014,10/11/2017,2016
Tucker,M,2006,Shih Tzu,Brooklyn,11221,10/11/2014,10/11/2017,2016
Phoenxi,F,2006,Maltese,Manhattan,10128,10/11/2014,10/11/2019,2016
Olivia,F,2008,Havanese,Manhattan,10026,10/11/2014,8/19/2017,2016
Dizzy,M,2012,Beagle Crossbreed,Manhattan,10023,10/11/2014,10/11/2017,2016
Xiao,F,2007,Shih Tzu,Manhattan,10280,10/11/2014,10/11/2019,2016
Bodhi,M,2005,Unknown,Brooklyn,11231,10/11/2014,9/9/2019,2016
Coco,F,2011,Labradoodle,Manhattan,10065,10/11/2014,10/11/2017,2016
Frankie,F,2013,"Schnauzer, Standard",Manhattan,10025,10/11/2014,10/11/2019,2016
Reggie,M,2009,"Collie, Smooth Coat",Brooklyn,11209,10/11/2014,10/12/2017,2016
Cypha,M,2006,Unknown,Bronx,10452,10/11/2014,3/17/2017,2016
Dudley,M,2003,"Schnauzer, Miniature",Manhattan,10025,10/11/2014,9/30/2016,2016
Toby,M,2011,Golden Retriever,Manhattan,10025,10/11/2014,10/11/2017,2016
Lucky,M,2013,Maltese,Queens,11101,10/11/2014,10/11/2019,2016
Wally,M,2009,"Bull Dog, French",Brooklyn,11228,10/11/2014,8/11/2017,2016
Ramiro,M,2014,Golden Retriever,Manhattan,10029,10/11/2014,10/11/2016,2016
Jasper,M,2010,Jack Russell Terrier,Bronx,10451,10/11/2014,10/11/2019,2016
Fella,M,2003,Lhasa Apso,Manhattan,10023,10/11/2014,10/11/2019,2016
Barkley,F,2014,Labradoodle,Manhattan,10128,10/11/2014,10/11/2019,2016
Amy,F,2001,Labrador (or Crossbreed),Manhattan,10023,10/11/2014,10/11/2016,2016
Charlie,M,2013,Vizsla,Manhattan,10025,10/11/2014,10/11/2019,2016
Shadow,F,2004,Unknown,Brooklyn,11231,10/12/2014,10/2/2016,2016
Benzo,M,2006,Unknown,Manhattan,10128,10/12/2014,10/27/2017,2016
Perla,F,2004,Unknown,Bronx,10471,10/12/2014,12/31/2016,2016
Soru,M,2010,Labrador (or Crossbreed),Brooklyn,11238,10/13/2014,10/13/2019,2016
Herman,M,2012,Jack Russell Terrier,Queens,11358,10/13/2014,10/13/2017,2016
Bonacker,M,2008,American English Coonhound,Manhattan,10025,10/13/2014,10/13/2017,2016
Bear,M,2013,Labrador (or Crossbreed),Manhattan,10031,10/13/2014,9/24/2016,2016
Talullah,F,2014,Chihuahua,Manhattan,10011,10/13/2014,10/13/2019,2016
Shadow,M,2012,Labrador (or Crossbreed),Brooklyn,11218,10/13/2014,10/13/2016,2016
Leroy,M,2010,"Bull Dog, French",Manhattan,10013,10/13/2014,3/27/2019,2016
Max,M,2013,Pomeranian,Queens,11358,10/13/2014,7/14/2017,2016
Oscar,M,2012,Border Collie,Queens,11106,10/14/2014,10/14/2016,2016
Ivy,F,2004,Unknown,Manhattan,10065,10/14/2014,1/21/2016,2016
Sammy,M,2007,Australian Shepherd,Manhattan,10027,10/14/2014,10/14/2019,2016
Gobi,M,2014,Labrador (or Crossbreed),Manhattan,10128,10/14/2014,10/14/2019,2016
Ellie,F,2010,Jack Russell Terrier,Queens,11106,10/14/2014,10/14/2016,2016
Zack,M,2010,"Poodle, Miniature",Manhattan,10028,10/14/2014,10/14/2017,2016
Roxie,F,2007,Labrador (or Crossbreed),Manhattan,10028,10/14/2014,9/24/2017,2016
Chewbacca,M,2014,German Shepherd Dog,Brooklyn,11204,10/14/2014,10/14/2019,2016
Romeo,M,2007,Chihuahua,Manhattan,10022,10/14/2014,7/11/2016,2016
Bailey,F,2006,Unknown,Manhattan,10019,10/14/2014,3/23/2016,2016
Humfrey,M,2009,Shih Tzu,Manhattan,10021,10/14/2014,10/14/2017,2016
Louis,M,2000,Portuguese Water Dog,Manhattan,10024,10/14/2014,10/17/2016,2016
Ro,F,2009,Labrador (or Crossbreed),Brooklyn,11215,10/14/2014,2/1/2016,2016
June,F,2011,Collie Crossbreed,Queens,11105,10/14/2014,9/29/2016,2016
Betty,F,2012,"Bull Dog, French",Brooklyn,11206,10/15/2014,10/6/2016,2016
Madelina,F,2012,Beagle Crossbreed,Manhattan,10034,10/15/2014,10/2/2019,2016
Gizmo,M,2003,Chihuahua,Manhattan,10023,10/15/2014,10/15/2017,2016
Sasha,F,2002,Miniature Pinscher,Brooklyn,11235,10/15/2014,10/15/2016,2016
Jenny,F,2012,Silky Terrier,Staten Island,10312,10/16/2014,12/21/2019,2016
Lexy,F,2006,Yorkshire Terrier,Manhattan,10019,10/16/2014,10/16/2016,2016
Gabe,M,2012,Rhodesian Ridgeback,Brooklyn,11215,10/16/2014,10/16/2017,2016
Carly,F,2014,Doberman Pinscher,Staten Island,10309,10/16/2014,10/16/2019,2016
Jjyodaa,M,2010,Shih Tzu,Staten Island,10314,10/16/2014,10/16/2019,2016
Lol,F,2008,Rottweiler,Staten Island,10314,10/16/2014,9/17/2016,2016
Emmy,F,2014,Doberman Pinscher,Staten Island,10309,10/16/2014,10/16/2019,2016
Me,F,2004,Miniature Pinscher,Queens,11434,10/16/2014,2/28/2016,2016
Casper,M,2012,Beagle,Queens,11414,10/16/2014,2/17/2019,2016
Sam,M,2007,Labrador (or Crossbreed),Queens,11418,10/16/2014,10/30/2016,2016
Lydia,F,2011,Beagle Crossbreed,Manhattan,10014,10/16/2014,10/16/2017,2016
Bartholomew,M,2007,Jack Russell Terrier,Brooklyn,11238,10/16/2014,10/16/2016,2016
Miley,M,2007,Yorkshire Terrier,Manhattan,10016,10/17/2014,10/17/2019,2016
Luke,M,2012,Border Terrier,Manhattan,10025,10/17/2014,10/17/2016,2016
Blu,F,2009,Yorkshire Terrier,Manhattan,10016,10/17/2014,10/17/2019,2016
Bacon,M,2001,Shiba Inu,Manhattan,10002,10/17/2014,10/27/2019,2016
Sofie,F,2013,Bichon Frise,Brooklyn,11238,10/17/2014,10/25/2019,2016
Fritz,M,2005,"Schnauzer, Miniature",Manhattan,10009,10/17/2014,10/17/2019,2016
Nakia,F,2012,Pit Bull,Manhattan,10026,10/17/2014,10/17/2017,2016
Brix,F,2006,Puggle,Manhattan,10013,10/17/2014,8/29/2017,2016
Chester,M,2008,Labrador (or Crossbreed),Queens,11375,10/18/2014,2/20/2016,2016
Rosie,F,2013,Pit Bull,Bronx,10470,10/18/2014,10/18/2019,2016
Elvis,M,2009,Yorkshire Terrier,Manhattan,10035,10/18/2014,10/18/2019,2016
Guinness,M,2012,Beagle Crossbreed,Queens,11379,10/18/2014,10/18/2019,2016
Roosevelt,M,2012,Beagle Crossbreed,Queens,11379,10/18/2014,10/18/2019,2016
Taco,M,2014,Unknown,Bronx,10461,10/18/2014,10/18/2017,2016
Puffy,F,2002,"Poodle, Miniature",Manhattan,10037,10/18/2014,10/18/2016,2016
Ross,M,2014,Bichon Frise,Brooklyn,11238,10/18/2014,10/18/2019,2016
Stella,F,2010,Yorkshire Terrier,Manhattan,10035,10/18/2014,10/18/2019,2016
Harley,F,2012,German Shepherd Crossbreed,Bronx,10470,10/18/2014,10/18/2019,2016
Cupcakes,F,2011,Yorkshire Terrier,Manhattan,10037,10/18/2014,10/18/2017,2016
Rocky,M,2013,Dachshund,Queens,11101,10/18/2014,10/18/2017,2016
Rawly,M,2001,"Poodle, Toy",Manhattan,10023,10/18/2014,10/18/2016,2016
Titus,M,2013,Scottish Terrier,Brooklyn,11233,10/19/2014,8/11/2016,2016
Kita,F,2014,Shiba Inu,Brooklyn,11222,10/19/2014,10/19/2017,2016
Buddy,M,2013,German Shepherd Crossbreed,Queens,11385,10/19/2014,10/19/2017,2016
Zoe,F,2014,Poodle,Manhattan,10013,10/19/2014,10/19/2016,2016
Barkley,F,2010,Pit Bull,Manhattan,10075,10/19/2014,11/13/2019,2016
Cassie,F,2011,Belgian Malinois,Brooklyn,11211,10/19/2014,9/16/2019,2016
Hatchi,M,2011,Maltese,Manhattan,10027,10/20/2014,10/20/2017,2016
Melody,F,2007,Maltese,Manhattan,10128,10/20/2014,10/20/2019,2016
Beans,M,2011,Beagle,Manhattan,10040,10/20/2014,10/20/2016,2016
Loca,F,2009,Cavalier King Charles Spaniel,Manhattan,10009,10/20/2014,6/4/2016,2016
Henrik,M,2009,German Shepherd Crossbreed,Queens,11358,10/20/2014,9/8/2016,2016
Brooke,F,2009,Bull Terrier,Brooklyn,11233,10/20/2014,2/24/2019,2016
Onyx,M,2009,"Schnauzer, Standard",Queens,11368,10/20/2014,6/1/2016,2016
Magick,M,2010,Siberian Husky,Brooklyn,11219,10/21/2014,10/21/2017,2016
Koko,F,2013,Chihuahua,Bronx,10462,10/21/2014,11/11/2018,2016
Dulce,F,2009,"Poodle, Miniature",Queens,11373,10/21/2014,8/21/2016,2016
Tiger,M,2010,German Shepherd Dog,Queens,11354,10/21/2014,10/21/2017,2016
Sam,M,2008,"Bull Dog, English",Brooklyn,11220,10/21/2014,8/4/2017,2016
Benny,M,2008,Unknown,Manhattan,10012,10/21/2014,10/21/2016,2016
Luna,F,2010,Unknown,Brooklyn,11215,10/21/2014,9/2/2019,2016
Willis,M,2010,"Bull Dog, English",Brooklyn,11209,10/21/2014,10/21/2016,2016
Max,M,2008,Unknown,Brooklyn,11211,10/21/2014,8/31/2017,2016
Howard,M,2012,Pomeranian,Brooklyn,11238,10/22/2014,9/25/2016,2016
Jade,F,2010,Schipperkee,Bronx,10461,10/22/2014,4/28/2017,2016
Watson,M,2012,Wheaton Terrier,Brooklyn,11215,10/22/2014,10/22/2019,2016
Jackson,M,2014,French Bulldog,Manhattan,10009,10/22/2014,10/22/2019,2016
Rocky,M,2010,Yorkshire Terrier,Brooklyn,11223,10/22/2014,10/22/2017,2016
Max,M,2013,Yorkshire Terrier,Queens,11373,10/22/2014,9/25/2016,2016
Zippy,F,2010,Scottish Terrier,Brooklyn,11221,10/22/2014,11/20/2017,2016
Apollo,M,2006,Brittany Spaniel,Brooklyn,11222,10/22/2014,10/18/2017,2016
Rio,M,2006,Labrador (or Crossbreed),Queens,11101,10/22/2014,10/22/2017,2016
Winston,M,2005,Norfolk Terrier,Manhattan,10128,10/22/2014,11/30/2019,2016
Kingston,M,2014,Pekingese,Manhattan,10037,10/22/2014,10/22/2016,2016
Q,M,2007,Golden Retriever,Brooklyn,11238,10/22/2014,8/31/2019,2016
Beethoven,M,2009,Cocker Spaniel,Brooklyn,11223,10/22/2014,11/30/2017,2016
Packard,M,2006,Labrador (or Crossbreed),Queens,11365,10/22/2014,9/6/2017,2016
Luchious,M,2006,Unknown,Manhattan,10065,10/23/2014,11/29/2017,2016
Cody,M,1999,Shiba Inu,Manhattan,10037,10/23/2014,11/12/2016,2016
Carly,F,2010,Golden Retriever,Brooklyn,11234,10/23/2014,11/29/2019,2016
Leo,M,2008,Pug,Manhattan,10036,10/23/2014,10/23/2016,2016
Suki,F,2006,Lhasa Apso,Manhattan,10065,10/23/2014,9/3/2016,2016
Benjamin,M,2011,Unknown,Brooklyn,11229,10/23/2014,11/22/2019,2016
Pinky,F,2001,Maltese,Manhattan,10003,10/23/2014,11/29/2016,2016
Scout,F,2005,Unknown,Brooklyn,11221,10/23/2014,11/29/2017,2016
Onyx,M,2010,"Poodle, Toy",Brooklyn,11207,10/23/2014,10/23/2016,2016
Benji,M,2008,Yorkshire Terrier,Brooklyn,11239,10/23/2014,10/23/2017,2016
Beaker,M,2011,Beagle Crossbreed,Manhattan,10025,10/23/2014,9/10/2017,2016
Cyclopse,M,2011,Shih Tzu,Brooklyn,11223,10/23/2014,10/23/2019,2016
Annie,F,2006,Dachshund Smooth Coat Miniature,Manhattan,10036,10/23/2014,10/23/2019,2016
Gracie,F,2012,Shih Tzu,Brooklyn,11223,10/23/2014,10/23/2019,2016
Addison,F,2012,Poodle,Manhattan,10024,10/23/2014,10/23/2016,2016
Foxy,F,2012,Shiba Inu,Manhattan,10003,10/23/2014,11/1/2019,2016
Sheldon,M,2012,"Poodle, Standard",Staten Island,10303,10/23/2014,9/8/2016,2016
Frenchie,M,2009,Chihuahua,Manhattan,10036,10/23/2014,10/23/2016,2016
Kai,M,2010,German Shepherd Dog,Queens,11694,10/23/2014,9/7/2017,2016
Buddy,M,2014,Great Dane,Manhattan,10023,10/23/2014,10/23/2019,2016
Bruno,M,2014,Newfoundland,Manhattan,10016,10/24/2014,10/24/2019,2016
Chip,M,2013,Yorkshire Terrier,Manhattan,10016,10/24/2014,11/4/2016,2016
Lola,F,2011,Chihuahua,Manhattan,10128,10/24/2014,11/4/2017,2016
Momo,M,2011,Bouvier Des Flandres,Queens,11385,10/24/2014,11/4/2019,2016
Sofia,F,2009,Bernese Mountain Dog,Brooklyn,11238,10/24/2014,7/5/2017,2016
Rio,M,2011,Shih Tzu,Bronx,10465,10/24/2014,11/10/2019,2016
Blacky,M,2009,Pit Bull,Brooklyn,11209,10/24/2014,10/24/2016,2016
Katie,F,2009,Labrador (or Crossbreed),Brooklyn,11226,10/24/2014,10/24/2019,2016
Leah,F,2012,Labrador (or Crossbreed),Manhattan,10002,10/24/2014,11/9/2019,2016
Duke,M,2008,Unknown,Queens,11374,10/24/2014,11/1/2019,2016
Qq,M,2011,Unknown,Queens,11385,10/24/2014,11/4/2019,2016
Maximus,M,2009,Cane Corso,Manhattan,10025,10/24/2014,2/5/2016,2016
Bonita,F,2013,Unknown,Queens,11435,10/24/2014,11/15/2017,2016
Riley,M,2004,Golden Retriever,Brooklyn,11201,10/24/2014,6/24/2016,2016
Lita,F,2009,Boston Terrier,Manhattan,10002,10/24/2014,4/25/2019,2016
Lambo,M,2011,Cavalier King Charles Spaniel,Queens,11377,10/24/2014,11/14/2019,2016
Hudson,M,2012,Labrador (or Crossbreed),Manhattan,10025,10/24/2014,11/19/2019,2016
Frank,M,2012,Dachshund Smooth Coat,Manhattan,10036,10/24/2014,8/27/2019,2016
Zach,M,2012,Australian Shepherd,Manhattan,10003,10/25/2014,10/25/2016,2016
Rosa,F,2013,Dachshund Smooth Coat,Manhattan,10011,10/25/2014,10/25/2017,2016
Lulu,F,2014,Miniature Schnauzer,Manhattan,10028,10/25/2014,10/25/2019,2016
Jasper,M,2009,Pomeranian,Queens,11375,10/25/2014,10/25/2019,2016
Luigi,M,2010,Pomeranian,Manhattan,10009,10/25/2014,10/25/2019,2016
Alfie,M,2009,"Welsh Corgi, Pembroke",Manhattan,10003,10/25/2014,8/23/2018,2016
Maimouna,F,1999,Havanese,Manhattan,10025,10/25/2014,6/29/2019,2016
Pettitte,M,2014,Beagle,Manhattan,10003,10/25/2014,10/25/2019,2016
Maggie,F,2007,German Shepherd Crossbreed,Manhattan,10009,10/25/2014,10/25/2017,2016
Bear,M,2013,Boston Terrier,Brooklyn,11206,10/25/2014,10/25/2018,2016
Clams,F,2014,Boston Terrier,Brooklyn,11231,10/25/2014,10/25/2018,2016
Josie,F,2013,Border Collie,Queens,11361,10/25/2014,10/25/2019,2016
Molly,F,2010,"Bull Dog, French",Manhattan,10009,10/25/2014,9/7/2017,2016
Lulu,F,2010,"Bull Dog, French",Manhattan,10009,10/25/2014,9/7/2017,2016
Loco,M,2013,"Shar-Pei, Chinese",Brooklyn,11209,10/25/2014,11/23/2017,2016
Jampy,M,2014,Pit Bull,Manhattan,10009,10/25/2014,10/25/2019,2016
Zoe,F,2003,Chihuahua,Queens,11101,10/25/2014,10/25/2016,2016
Joobe,F,2007,Havanese,Manhattan,10025,10/25/2014,11/4/2019,2016
Coco,M,2008,"Poodle, Miniature",Manhattan,10128,10/25/2014,11/6/2017,2016
Lady,F,1997,Shih Tzu,Manhattan,10009,10/25/2014,10/25/2019,2016
Nyla,F,2011,Pomeranian,Queens,11375,10/25/2014,10/25/2017,2016
Ginger,F,2010,Unknown,Brooklyn,11216,10/25/2014,10/25/2018,2016
Clara,F,2008,Chihuahua,Manhattan,10014,10/25/2014,10/25/2017,2016
Tugboat,M,2008,Great Dane,Brooklyn,11222,10/25/2014,10/25/2017,2016
Cleo,F,2009,English Springer Spaniel,Brooklyn,11230,10/25/2014,10/25/2019,2016
Sheldon,M,2013,Irish Terrier,Manhattan,10009,10/25/2014,10/25/2016,2016
Frank,M,2014,French Bulldog,Manhattan,10016,10/25/2014,10/25/2019,2016
Hefner,M,2008,Pomeranian,Manhattan,10009,10/25/2014,10/25/2019,2016
Rocky,M,2014,Labrador (or Crossbreed),Queens,11691,10/25/2014,10/25/2019,2016
Bucket,M,2009,Shih Tzu,Bronx,10467,10/25/2014,11/4/2019,2016
Andy,F,2011,Unknown,Brooklyn,11231,10/25/2014,11/23/2017,2016
Nemo,M,2014,Dachshund Smooth Coat Miniature,Brooklyn,11214,10/25/2014,10/25/2017,2016
Tony,M,2012,Shih Tzu,Manhattan,10016,10/25/2014,12/28/2019,2016
Fritz,F,2008,Chihuahua,Brooklyn,11201,10/25/2014,10/25/2016,2016
Jacob,M,2011,Maltese,Brooklyn,11211,10/25/2014,10/25/2019,2016
Kylie,F,1997,"Poodle, Toy",Manhattan,10011,10/26/2014,10/26/2017,2016
Murphy,M,2008,"Poodle, Miniature",Bronx,10465,10/26/2014,10/26/2017,2016
Fistiki,M,2009,Cairn Terrier,Manhattan,10003,10/26/2014,9/24/2019,2016
Tanuki,F,2008,Unknown,Manhattan,10003,10/26/2014,11/15/2019,2016
Lily,F,2011,Unknown,Manhattan,10075,10/26/2014,11/3/2017,2016
Sawyer,M,2011,Unknown,Manhattan,10011,10/26/2014,11/3/2019,2016
Boozer,M,2012,Tibetan Terrier,Manhattan,10017,10/26/2014,11/22/2019,2016
Chance,M,2010,Yorkshire Terrier,Brooklyn,11201,10/26/2014,11/2/2016,2016
Mojo,M,2010,Doberman Pinscher,Manhattan,10075,10/26/2014,9/22/2016,2016
Busy,F,2007,Chihuahua,Brooklyn,11223,10/26/2014,10/26/2019,2016
Peluche,M,2009,Shih Tzu,Bronx,10463,10/26/2014,10/26/2017,2016
Tino,M,2012,Maltese,Staten Island,10304,10/26/2014,9/6/2016,2016
Tough,M,2012,Chihuahua,Manhattan,10033,10/26/2014,10/26/2019,2016
Brownie,M,2010,Chihuahua,Brooklyn,11223,10/26/2014,10/26/2019,2016
Libby,F,2009,Puggle,Brooklyn,11215,10/26/2014,10/26/2017,2016
Cooper,M,2009,Beagle,Manhattan,10024,10/27/2014,10/27/2016,2016
Oscar,M,2012,Yorkshire Terrier,Brooklyn,11222,10/27/2014,10/27/2016,2016
Leo,M,2008,Pomeranian,Queens,11105,10/27/2014,10/27/2019,2016
Gordy,F,2010,Unknown,Bronx,10460,10/27/2014,1/4/2016,2016
Daisy,F,2008,Shih Tzu,Queens,11106,10/27/2014,11/25/2017,2016
Deepak,M,2005,Unknown,Brooklyn,11234,10/27/2014,9/18/2016,2016
Charlie,M,2013,Cavalier King Charles Spaniel,Brooklyn,11231,10/27/2014,10/27/2017,2016
Joey,M,2012,Poodle,Manhattan,10024,10/27/2014,10/27/2016,2016
Casey,F,2005,Labrador (or Crossbreed),Manhattan,10075,10/27/2014,11/23/2019,2016
Papi,M,2010,Havanese,Manhattan,10282,10/27/2014,11/24/2017,2016
Innis,M,2013,Labrador (or Crossbreed),Queens,11379,10/27/2014,11/15/2019,2016
Hazel,F,2010,Unknown,Brooklyn,11229,10/27/2014,11/4/2017,2016
Cleo,F,2006,Maltese,Manhattan,10128,10/27/2014,10/27/2019,2016
Henry,M,2011,Poodle,Brooklyn,11222,10/27/2014,10/27/2016,2016
Sophi,F,2007,Labrador (or Crossbreed),Brooklyn,11201,10/27/2014,10/27/2016,2016
Harvey,F,2012,Cocker Spaniel,Brooklyn,11238,10/27/2014,11/11/2019,2016
Maggie,F,2010,Wheaton Terrier,Manhattan,10025,10/27/2014,11/1/2019,2016
Princess,F,2001,Cocker Spaniel,Bronx,10463,10/27/2014,8/30/2017,2016
Hally,F,2012,German Shepherd Crossbreed,Queens,11385,10/28/2014,10/28/2017,2016
Valley,F,2009,Beagle Crossbreed,Bronx,10451,10/28/2014,10/28/2017,2016
Lee,F,2006,Chow Chow,Manhattan,10028,10/28/2014,11/2/2016,2016
Charley,M,2013,Yorkshire Terrier,Brooklyn,11220,10/28/2014,11/9/2017,2016
Eli,M,2012,Yorkshire Terrier,Queens,11423,10/28/2014,4/19/2019,2016
Teddy,M,2004,Labrador (or Crossbreed),Staten Island,10312,10/28/2014,8/30/2016,2016
Cecily,F,2014,German Shepherd Dog,Bronx,10460,10/28/2014,10/28/2016,2016
Mia,F,2009,Maltese,Staten Island,10312,10/28/2014,10/28/2017,2016
Bully,M,2010,Pit Bull,Queens,11419,10/28/2014,9/24/2016,2016
Riley,M,2006,Miniature Pinscher,Staten Island,10306,10/29/2014,10/31/2016,2016
Leyla,F,2013,Yorkshire Terrier,Queens,11368,10/29/2014,10/29/2016,2016
Bunny,F,2014,Chihuahua,Manhattan,10013,10/29/2014,10/29/2017,2016
Snowflake,F,2011,Yorkshire Terrier,Queens,11354,10/29/2014,10/29/2019,2016
Sparky,M,2005,Tibetan Spaniel,Bronx,10455,10/29/2014,11/29/2018,2016
Coco,M,2005,Labrador (or Crossbreed),Queens,11692,10/29/2014,10/29/2017,2016
Bean,F,2014,Siberian Husky,Manhattan,10018,10/29/2014,10/29/2016,2016
Otis,F,2011,Labrador (or Crossbreed),Manhattan,10010,10/29/2014,11/9/2016,2016
Bb,M,2005,Unknown,Queens,11364,10/30/2014,12/28/2017,2016
Chloe,F,2010,Cavalier King Charles Spaniel,Queens,11385,10/30/2014,11/21/2017,2016
Hitchcock,M,2008,Havanese,Brooklyn,11215,10/30/2014,1/8/2016,2016
Leo,M,2014,Cavalier King Charles Spaniel,Queens,11101,10/30/2014,10/30/2016,2016
Precious,F,2002,Chihuahua,Manhattan,10075,10/30/2014,9/29/2017,2016
Rugby,M,2011,"Bull Dog, English",Queens,11102,10/30/2014,10/30/2016,2016
Leyla,F,2006,Beagle,Manhattan,10075,10/30/2014,10/1/2017,2016
Ruby,F,2010,Shih Tzu,Staten Island,10310,10/30/2014,1/3/2016,2016
Oliver,M,2012,Unknown,Brooklyn,11215,10/30/2014,11/20/2019,2016
Gretzky,M,2012,Unknown,Queens,11377,10/30/2014,11/12/2019,2016
Felix,M,2010,Toy Fox Terrier,Manhattan,10014,10/30/2014,10/30/2017,2016
Kubrick,M,2007,Havanese,Brooklyn,11215,10/30/2014,1/2/2016,2016
Finley,F,2012,Australian Shepherd,Brooklyn,11201,10/31/2014,9/17/2017,2016
Ski,F,2012,Pit Bull,Queens,11691,10/31/2014,10/31/2019,2016
Milktea,M,2010,Bichon Frise,Queens,11354,10/31/2014,9/15/2017,2016
Winter,F,2014,Shih Tzu,Brooklyn,11233,10/31/2014,10/31/2016,2016
Lola,F,2011,Beagle Crossbreed,Queens,11109,10/31/2014,11/15/2019,2016
Junior,M,2014,Pekingese,Bronx,10462,11/1/2014,11/1/2017,2016
Cooper,M,2011,Australian Shepherd,Brooklyn,11222,11/1/2014,11/1/2016,2016
Lola,F,2012,Portuguese Podengo Pequeno,Brooklyn,11201,11/1/2014,11/1/2016,2016
Koko,F,2005,Pomeranian,Brooklyn,11205,11/1/2014,10/28/2016,2016
Arby,M,2009,Italian Greyhound,NA,7030,11/1/2014,9/8/2016,2016
Mia,F,2012,Shih Tzu,Queens,11374,11/1/2014,11/1/2016,2016
Bella,F,2011,Australian Shepherd,Brooklyn,11222,11/1/2014,11/1/2016,2016
Sebastian,M,2008,"Shar-Pei, Chinese",Manhattan,10036,11/1/2014,10/28/2016,2016
Grazio,M,2013,Yorkshire Terrier,Manhattan,10019,11/2/2014,11/2/2016,2016
Clancy,M,2010,Cavalier King Charles Spaniel,Manhattan,10013,11/2/2014,11/23/2017,2016
Sophie,F,2009,Unknown,Manhattan,10016,11/2/2014,10/5/2017,2016
Fred,M,2002,Welsh Terrier,Brooklyn,11217,11/2/2014,11/2/2016,2016
Shadow,M,2014,Siberian Husky,Queens,11361,11/2/2014,11/2/2017,2016
Ruby,F,2013,Pit Bull,Manhattan,10016,11/2/2014,11/2/2017,2016
Mo,M,2014,Labrador (or Crossbreed),Queens,11101,11/2/2014,11/2/2017,2016
Dakota,F,2011,Labrador (or Crossbreed),Staten Island,10307,11/2/2014,11/16/2018,2016
Carly,F,2008,Havanese,Manhattan,10003,11/2/2014,11/6/2019,2016
Penelope,F,2012,Shih Tzu,Manhattan,10009,11/2/2014,11/2/2017,2016
Charles,M,2014,Cavalier King Charles Spaniel,Manhattan,10012,11/3/2014,11/3/2019,2016
