unique_id,date_of_bite,species,breed,age,gender,spay_neuter,borough,zip_code,year,breed_rc
1,2015-01-02,Dog,"Poodle, Standard",3,M,TRUE,Brooklyn,11238,2015,"Poodle, Standard"
2,2015-01-02,Dog,Husky,NA,U,FALSE,Brooklyn,11249,2015,Husky
3,2015-01-02,Dog,NA,NA,U,FALSE,Brooklyn,NA,2015,NA
4,2015-01-01,Dog,American Pit Bull Terrier/Pit Bull,6,M,FALSE,Brooklyn,11221,2015,American Pit Bull Terrier/Pit Bull
5,2015-01-03,Dog,American Pit Bull Terrier/Pit Bull,1,M,FALSE,Brooklyn,11207,2015,American Pit Bull Terrier/Pit Bull
6,2015-01-05,Dog,American Pit Bull Terrier/Pit Bull,1,F,FALSE,Brooklyn,11209,2015,American Pit Bull Terrier/Pit Bull
7,2015-01-04,Dog,Morkie,1,M,FALSE,Brooklyn,11220,2015,Morkie
8,2015-01-05,Dog,Chihuahua,1,M,FALSE,Brooklyn,11237,2015,Chihuahua
9,2015-01-04,Dog,Pit Bull Mixed,NA,M,FALSE,Brooklyn,11215,2015,Pit Bull Mixed
10,2015-01-04,Dog,NA,NA,U,FALSE,Brooklyn,11221,2015,NA
11,2015-01-02,Dog,NA,NA,U,FALSE,Brooklyn,NA,2015,NA
12,2015-01-02,Dog,Cocker Spaniel Crossbreed,NA,U,FALSE,Brooklyn,11220,2015,Cocker Spaniel Crossbreed
13,2015-01-05,Dog,Shih Tzu,4,F,FALSE,Brooklyn,11205,2015,Shih Tzu
14,2015-01-01,Dog,American Pit Bull Terrier/Pit Bull,NA,U,FALSE,Brooklyn,11220,2015,American Pit Bull Terrier/Pit Bull
15,2015-01-07,Dog,American Pit Bull Terrier/Pit Bull,NA,U,FALSE,Brooklyn,NA,2015,American Pit Bull Terrier/Pit Bull
16,2015-01-05,Dog,Shih Tzu,3,M,TRUE,Brooklyn,11224,2015,Shih Tzu
17,2015-01-09,Dog,Pit Bull,2,M,TRUE,Brooklyn,11213,2015,Pit Bull (or Mix)
18,2015-01-10,Dog,Mixed/Other,7,M,TRUE,Brooklyn,NA,2015,Mixed/Other
19,2015-01-10,Dog,Yorkshire Terrier,1,F,FALSE,Brooklyn,11237,2015,Yorkshire Terrier
20,2015-01-13,Dog,Dachshund Smooth Coat,12,M,TRUE,Brooklyn,11217,2015,Dachshund Smooth Coat
21,2015-01-12,Dog,American Pit Bull Terrier/Pit Bull,NA,U,FALSE,Brooklyn,11208,2015,American Pit Bull Terrier/Pit Bull
22,2015-01-16,Dog,American Pit Bull Mix / Pit Bull Mix,2,M,FALSE,Brooklyn,11235,2015,American Pit Bull Mix / Pit Bull Mix
23,2015-01-12,Dog,Shih Tzu,2,M,FALSE,Brooklyn,11207,2015,Shih Tzu
24,2015-01-17,Dog,Chihuahua,7M,M,FALSE,Brooklyn,11213,2015,Chihuahua
25,2015-01-21,Dog,Yorkshire Terrier,8M,M,FALSE,Brooklyn,11206,2015,Yorkshire Terrier
26,2015-01-22,Dog,Labrador Retriever,5,M,TRUE,Brooklyn,11229,2015,Labrador Retriever
27,2015-01-24,Dog,"Jindo Dog,",NA,U,FALSE,Brooklyn,11226,2015,"Jindo Dog,"
28,2015-01-27,Dog,Jack Russ,11,M,FALSE,Brooklyn,11217,2015,Jack Russ
29,2015-01-25,Dog,Chow Chow,NA,U,FALSE,Brooklyn,11209,2015,Chow Chow
30,2015-01-25,Dog,Chihuahua,1,F,FALSE,Brooklyn,11213,2015,Chihuahua
31,2015-01-25,Dog,"Mastiff, Bull",NA,U,FALSE,Brooklyn,NA,2015,"Mastiff, Bull"
32,2015-01-20,Dog,Pit Bull/Golden Retrive X,NA,U,FALSE,Brooklyn,11236,2015,Pit Bull/Golden Retrive X
33,2015-01-29,Dog,Pit Bull,NA,U,FALSE,Brooklyn,NA,2015,Pit Bull (or Mix)
34,2015-01-31,Dog,Chihuahua Crossbreed,3,M,FALSE,Brooklyn,NA,2015,Chihuahua Crossbreed
35,2015-01-31,Dog,German Shepherd Crossbreed,NA,F,FALSE,Brooklyn,11220,2015,German Shepherd Crossbreed
36,2015-01-31,Dog,NA,NA,U,FALSE,Brooklyn,NA,2015,NA
37,2015-01-23,Dog,German Shepherd,4,M,FALSE,Brooklyn,11229,2015,German Shepherd
38,2015-01-31,Dog,NA,NA,U,FALSE,Brooklyn,NA,2015,NA
39,2015-02-04,Dog,Pomeranian,1,F,FALSE,Brooklyn,11216,2015,Pomeranian
40,2015-02-05,Dog,Dalmatian,10,M,TRUE,Brooklyn,11214,2015,Dalmatian
41,2015-02-01,Dog,Rottweiler,NA,U,FALSE,Brooklyn,11204,2015,Rottweiler
42,2015-02-04,Dog,Rottweiler,NA,U,FALSE,Brooklyn,11220,2015,Rottweiler
43,2015-02-06,Dog,Shiba Inu,3,M,FALSE,Brooklyn,11252,2015,Shiba Inu
44,2015-02-07,Dog,Maltese,NA,U,FALSE,Brooklyn,11215,2015,Maltese
45,2015-02-07,Dog,Pit Bull,5,M,TRUE,Brooklyn,11214,2015,Pit Bull (or Mix)
46,2015-01-27,Dog,NA,NA,U,FALSE,Brooklyn,11205,2015,NA
47,2015-02-06,Dog,Dachshund Smooth Coat,NA,U,FALSE,Brooklyn,NA,2015,Dachshund Smooth Coat
48,2015-01-27,Dog,"Poodle, Standard",NA,U,FALSE,Brooklyn,11214,2015,"Poodle, Standard"
49,2015-02-10,Dog,"Welsh Corgi, Pembroke",NA,U,FALSE,Brooklyn,11204,2015,"Welsh Corgi, Pembroke"
50,2015-02-07,Dog,Shiba Inu,NA,M,FALSE,Brooklyn,11206,2015,Shiba Inu
51,2015-02-07,Dog,Rat Terrier,5,M,TRUE,Brooklyn,11208,2015,Rat Terrier
52,2015-01-27,Dog,American Pit Bull Terrier/Pit Bull,2,M,FALSE,Brooklyn,11228,2015,American Pit Bull Terrier/Pit Bull
53,2015-02-11,Dog,Staffordshire Bull Terrier,4,M,FALSE,Brooklyn,11235,2015,Staffordshire Bull Terrier
54,2015-02-11,Dog,Rat Terrier,13,F,TRUE,Brooklyn,11209,2015,Rat Terrier
55,2015-02-09,Dog,American Pit Bull Terrier/Pit Bull,10,F,TRUE,Brooklyn,11232,2015,American Pit Bull Terrier/Pit Bull
56,2015-02-12,Dog,German Shepherd,4,M,FALSE,Brooklyn,11229,2015,German Shepherd
57,2015-02-12,Dog,Pit Bull,NA,U,FALSE,Brooklyn,11237,2015,Pit Bull (or Mix)
58,2015-02-14,Dog,Akita,NA,M,FALSE,Brooklyn,11237,2015,Akita
59,2015-02-14,Dog,NA,NA,U,FALSE,Brooklyn,11205,2015,NA
60,2015-02-15,Dog,Bull Dog X,NA,M,FALSE,Brooklyn,11234,2015,Bull Dog X
61,2015-02-15,Dog,Pit Bull,NA,U,FALSE,Brooklyn,11234,2015,Pit Bull (or Mix)
62,2015-02-13,Dog,American Pit Bull Terrier/Pit Bull,4,M,TRUE,Brooklyn,11221,2015,American Pit Bull Terrier/Pit Bull
63,2015-02-17,Dog,Chihuahua,NA,U,FALSE,Brooklyn,11218,2015,Chihuahua
64,2015-02-15,Dog,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE,Brooklyn,11207,2015,American Pit Bull Mix / Pit Bull Mix
65,2015-02-12,Dog,"Mastiff, Old English",NA,U,FALSE,Brooklyn,11231,2015,"Mastiff, Old English"
66,2015-02-18,Dog,Yorkshire Terrier,3,M,FALSE,Brooklyn,11233,2015,Yorkshire Terrier
67,2015-02-17,Dog,American Pit Bull Terrier/Pit Bull,5,M,FALSE,Brooklyn,11207,2015,American Pit Bull Terrier/Pit Bull
68,2015-02-19,Dog,Springer Spaniel,7,U,TRUE,Brooklyn,11213,2015,Springer Spaniel
69,2015-02-21,Dog,Pit Bull,NA,U,FALSE,Brooklyn,11217,2015,Pit Bull (or Mix)
70,2015-02-06,Dog,Shiba Inu,3,M,FALSE,Brooklyn,NA,2015,Shiba Inu
71,2015-02-12,Dog,Pit Bull,NA,U,FALSE,Brooklyn,11224,2015,Pit Bull (or Mix)
72,2015-02-22,Dog,Pit Bull,10,M,TRUE,Brooklyn,11235,2015,Pit Bull (or Mix)
73,2015-02-24,Dog,Pit Bull,1,F,FALSE,Brooklyn,11215,2015,Pit Bull (or Mix)
74,2015-02-24,Dog,Pit Bull,10,F,TRUE,Brooklyn,11210,2015,Pit Bull (or Mix)
75,2015-02-24,Dog,Westie,NA,U,FALSE,Brooklyn,11234,2015,Westie
76,2015-02-22,Dog,Pit Bull,NA,U,FALSE,Brooklyn,NA,2015,Pit Bull (or Mix)
77,2015-02-21,Dog,Pit Bull,NA,U,FALSE,Brooklyn,11231,2015,Pit Bull (or Mix)
78,2015-02-26,Dog,Pit Bull,NA,U,FALSE,Brooklyn,11206,2015,Pit Bull (or Mix)
79,2015-02-22,Dog,Fox Hound,3,F,TRUE,Brooklyn,11209,2015,Fox Hound
80,2015-02-23,Dog,Pit Bull,NA,U,FALSE,Brooklyn,NA,2015,Pit Bull (or Mix)
81,2015-02-26,Dog,Pit Bull,1,M,FALSE,Brooklyn,11226,2015,Pit Bull (or Mix)
82,2015-02-28,Dog,Weimaraner,11,M,TRUE,Brooklyn,11230,2015,Weimaraner
83,2015-02-26,Dog,German Shepherd,NA,U,FALSE,Brooklyn,11220,2015,German Shepherd
84,2015-02-01,Dog,Rottweiler,NA,U,FALSE,Brooklyn,11215,2015,Rottweiler
85,2015-03-01,Dog,American Pit Bull Mix / Pit Bull Mix,6,F,TRUE,Brooklyn,11225,2015,American Pit Bull Mix / Pit Bull Mix
86,2015-02-28,Dog,American Pit Bull Mix / Pit Bull Mix,2,M,FALSE,Brooklyn,11228,2015,American Pit Bull Mix / Pit Bull Mix
87,2015-02-10,Dog,American Pit Bull Terrier/Pit Bull,NA,U,FALSE,Brooklyn,11221,2015,American Pit Bull Terrier/Pit Bull
88,2015-03-03,Dog,NA,NA,U,FALSE,Brooklyn,11235,2015,NA
89,2015-03-04,Dog,"Jindo Dog,",NA,M,TRUE,Brooklyn,11215,2015,"Jindo Dog,"
90,2015-03-06,Dog,American Pit Bull Mix / Pit Bull Mix,10,F,FALSE,Brooklyn,11206,2015,American Pit Bull Mix / Pit Bull Mix
91,2015-03-07,Dog,"Bull Dog, English",2,M,TRUE,Brooklyn,11201,2015,"Bull Dog, English"
92,2015-02-27,Dog,American Pit Bull Terrier/Pit Bull,3,M,FALSE,Brooklyn,11206,2015,American Pit Bull Terrier/Pit Bull
93,2015-03-07,Dog,Bulldog/Sharpei,11,M,TRUE,Brooklyn,11233,2015,Bulldog/Sharpei
94,2015-03-08,Dog,Shih Tzu,4,M,FALSE,Brooklyn,11234,2015,Shih Tzu
95,2015-03-10,Dog,Cocker/Corgi X,NA,M,FALSE,Brooklyn,11201,2015,Cocker/Corgi X
96,2015-03-06,Dog,Pit Bull,NA,U,FALSE,Brooklyn,NA,2015,Pit Bull (or Mix)
97,2015-03-12,Dog,Jack Russ,7M,M,FALSE,Brooklyn,11208,2015,Jack Russ
98,2015-03-12,Dog,Shih Tzu,NA,U,FALSE,Brooklyn,11217,2015,Shih Tzu
99,2015-02-26,Dog,Pit Bull,2,M,FALSE,Brooklyn,11216,2015,Pit Bull (or Mix)
100,2015-03-13,Dog,Pug,6,M,TRUE,Brooklyn,11231,2015,Pug
101,2015-03-15,Dog,Yorkshire Terrier,4,M,FALSE,Brooklyn,11205,2015,Yorkshire Terrier
102,2015-03-14,Dog,Chow Chow,3,M,FALSE,Brooklyn,11234,2015,Chow Chow
103,2015-03-15,Dog,American Staffordshire Terrier,8,M,TRUE,Brooklyn,11230,2015,American Staffordshire Terrier
104,2015-03-14,Dog,Shepherd Mix,5,M,TRUE,Brooklyn,11229,2015,Shepherd Mix
105,2015-03-16,Dog,Maltese,7,M,TRUE,Brooklyn,11221,2015,Maltese
106,2015-03-18,Dog,American Pit Bull Terrier/Pit Bull,5,M,TRUE,Brooklyn,11207,2015,American Pit Bull Terrier/Pit Bull
107,2015-03-16,Dog,Yorkshire Terrier,1,M,FALSE,Brooklyn,11221,2015,Yorkshire Terrier
108,2015-03-14,Dog,Cocker Spaniel,NA,U,FALSE,Brooklyn,11213,2015,Cocker Spaniel
109,2015-03-16,Dog,American Pit Bull Mix / Pit Bull Mix,2,M,TRUE,Brooklyn,11234,2015,American Pit Bull Mix / Pit Bull Mix
110,2015-03-16,Dog,Pit Bull,NA,F,TRUE,Brooklyn,11223,2015,Pit Bull (or Mix)
111,2015-03-17,Dog,"Collie, Border",NA,U,FALSE,Brooklyn,NA,2015,"Collie, Border"
112,2015-03-09,Dog,Miniature Pinscher,NA,M,FALSE,Brooklyn,11235,2015,Miniature Pinscher
113,2015-03-22,Dog,Shih Tzu,2,M,FALSE,Brooklyn,11223,2015,Shih Tzu
114,2015-03-21,Dog,Doberman Pinscher,8,F,FALSE,Brooklyn,11204,2015,Doberman Pinscher
115,2015-03-22,Dog,Shih Tzu,7,M,TRUE,Brooklyn,11208,2015,Shih Tzu
116,2015-03-22,Dog,German Shepherd,NA,U,FALSE,Brooklyn,11217,2015,German Shepherd
117,2015-03-21,Dog,"Bull Dog, French",6,M,TRUE,Brooklyn,11217,2015,"Bull Dog, French"
118,2015-02-02,Dog,Pekingese,4,M,FALSE,Brooklyn,11238,2015,Pekingese
119,2015-03-15,Dog,Chihuahua,6,M,FALSE,Brooklyn,11221,2015,Chihuahua
120,2015-03-25,Dog,Terrier,5,M,FALSE,Brooklyn,11027,2015,Terrier
121,2015-03-29,Dog,Pit Bull,1,M,FALSE,Brooklyn,11224,2015,Pit Bull (or Mix)
122,2015-03-20,Dog,Harrier/Beagle,10 M,M,TRUE,Brooklyn,11235,2015,Harrier/Beagle
123,2015-03-27,Dog,Terrier,NA,U,FALSE,Brooklyn,11215,2015,Terrier
124,2015-03-28,Dog,"Dachshund, Long Haired Miniature",4,M,TRUE,Brooklyn,11234,2015,"Dachshund, Long Haired Miniature"
125,2015-03-29,Dog,American Pit Bull Terrier/Pit Bull,NA,U,FALSE,Brooklyn,11217,2015,American Pit Bull Terrier/Pit Bull
126,2015-03-24,Dog,Boxer X W/ Pit Bull,8,M,TRUE,Brooklyn,11231,2015,Boxer X W/ Pit Bull
127,2015-03-31,Dog,Cocker Spaniel,3,F,FALSE,Brooklyn,NA,2015,Cocker Spaniel
128,2015-04-03,Dog,Yorkshire Terrier,6,M,TRUE,Brooklyn,11233,2015,Yorkshire Terrier
129,2015-04-02,Dog,Chihuahua,NA,U,FALSE,Brooklyn,NA,2015,Chihuahua
130,2015-04-06,Dog,Bull Dog,8M,M,FALSE,Brooklyn,11213,2015,Bull Dog
131,2015-04-06,Dog,American Staffordshire Terrier,NA,U,FALSE,Brooklyn,11224,2015,American Staffordshire Terrier
132,2015-04-06,Dog,American Pit Bull Terrier/Pit Bull,4,F,TRUE,Brooklyn,11212,2015,American Pit Bull Terrier/Pit Bull
133,2015-03-31,Dog,Pitbull/Lab Retriever,5,F,TRUE,Brooklyn,NA,2015,Pitbull/Lab Retriever
134,2015-03-27,Dog,Boxer/Rhodesian Ridgeback X,5,F,FALSE,Brooklyn,11214,2015,Boxer/Rhodesian Ridgeback X
135,2015-04-06,Dog,Chihuahua Crossbreed,4M,M,FALSE,Brooklyn,11205,2015,Chihuahua Crossbreed
136,2015-04-06,Dog,"Poodle, Standard",2,M,FALSE,Brooklyn,11213,2015,"Poodle, Standard"
137,2015-04-07,Dog,American Pit Bull Terrier/Pit Bull,NA,U,FALSE,Brooklyn,11231,2015,American Pit Bull Terrier/Pit Bull
138,2015-04-01,Dog,Bull Terrier,1,M,FALSE,Brooklyn,11201,2015,Bull Terrier
139,2015-04-08,Dog,Catahoula Leopard Dog,1,M,TRUE,Brooklyn,11235,2015,Catahoula Leopard Dog
140,2015-04-08,Dog,NA,NA,U,FALSE,Brooklyn,11214,2015,NA
141,2015-04-06,Dog,Yorkshire Terrier,6,F,FALSE,Brooklyn,11219,2015,Yorkshire Terrier
142,2015-04-10,Dog,Cocker Spaniel Crossbreed,5,M,TRUE,Brooklyn,11206,2015,Cocker Spaniel Crossbreed
143,2015-04-03,Dog,Boxer/Hound/Pitbull,6,F,TRUE,Brooklyn,11216,2015,Boxer/Hound/Pitbull
144,2015-04-12,Dog,German Shepherd,11,F,TRUE,Brooklyn,11209,2015,German Shepherd
145,2015-04-10,Dog,"Bull Dog, English",9M,M,FALSE,Brooklyn,11220,2015,"Bull Dog, English"
146,2015-04-10,Dog,American Pit Bull Terrier/Pit Bull,6M,M,FALSE,Brooklyn,11224,2015,American Pit Bull Terrier/Pit Bull
147,2015-04-12,Dog,Chihuahua,9,F,TRUE,Brooklyn,11224,2015,Chihuahua
148,2015-04-10,Dog,NA,NA,U,FALSE,Brooklyn,11208,2015,NA
149,2015-04-09,Dog,NA,NA,U,FALSE,Brooklyn,NA,2015,NA
150,2015-04-13,Dog,Pit Bull,9,M,FALSE,Brooklyn,11207,2015,Pit Bull (or Mix)
151,2015-04-13,Dog,Chihuahua,9M,M,FALSE,Brooklyn,11208,2015,Chihuahua
152,2015-04-14,Dog,American Pit Bull Mix / Pit Bull Mix,2,F,TRUE,Brooklyn,11216,2015,American Pit Bull Mix / Pit Bull Mix
153,2015-04-10,Dog,American Pit Bull Terrier/Pit Bull,3,M,TRUE,Brooklyn,NA,2015,American Pit Bull Terrier/Pit Bull
154,2015-04-10,Dog,Siberian Husky,NA,U,FALSE,Brooklyn,11226,2015,Siberian Husky
155,2015-04-14,Dog,American Pit Bull Terrier/Pit Bull,NA,U,FALSE,Brooklyn,NA,2015,American Pit Bull Terrier/Pit Bull
156,2015-04-16,Dog,American Pit Bull Terrier/Pit Bull,1,F,FALSE,Brooklyn,11208,2015,American Pit Bull Terrier/Pit Bull
157,2015-04-16,Dog,Rottweiler,1,M,TRUE,Brooklyn,11228,2015,Rottweiler
158,2015-04-14,Dog,Beagle Crossbreed,19,M,FALSE,Brooklyn,11214,2015,Beagle Crossbreed
159,2015-04-20,Dog,NA,NA,U,FALSE,Brooklyn,NA,2015,NA
160,2015-04-18,Dog,Australian Cattle,NA,F,FALSE,Brooklyn,NA,2015,Australian Cattle
161,2015-04-13,Dog,NA,NA,U,FALSE,Brooklyn,11221,2015,NA
162,2015-04-11,Dog,Pit Bull,NA,U,FALSE,Brooklyn,11207,2015,Pit Bull (or Mix)
163,2015-04-15,Dog,Pit Bull,NA,U,FALSE,Brooklyn,NA,2015,Pit Bull (or Mix)
164,2015-04-19,Dog,American Pit Bull Terrier/Pit Bull,NA,U,FALSE,Brooklyn,11221,2015,American Pit Bull Terrier/Pit Bull
165,2015-04-19,Dog,German Shepherd Crossbreed,15,F,TRUE,Brooklyn,11222,2015,German Shepherd Crossbreed
166,2015-04-17,Dog,Border Terrier,3,M,TRUE,Brooklyn,NA,2015,Border Terrier
167,2015-04-17,Dog,American Pit Bull Terrier/Pit Bull,3,M,FALSE,Brooklyn,11231,2015,American Pit Bull Terrier/Pit Bull
168,2015-04-20,Dog,NA,4M,U,FALSE,Brooklyn,11224,2015,NA
169,2015-04-18,Dog,NA,NA,U,FALSE,Brooklyn,11220,2015,NA
170,2015-04-19,Dog,Italian Mastiff,3,F,FALSE,Brooklyn,11221,2015,Italian Mastiff
171,2015-04-12,Dog,American Pit Bull Terrier/Pit Bull,NA,U,FALSE,Brooklyn,11235,2015,American Pit Bull Terrier/Pit Bull
172,2015-04-19,Dog,American Pit Bull Terrier/Pit Bull,NA,U,FALSE,Brooklyn,11221,2015,American Pit Bull Terrier/Pit Bull
173,2015-04-17,Dog,Beagle/Jack Russ,4,M,TRUE,Brooklyn,11224,2015,Beagle/Jack Russ
174,2015-04-16,Dog,NA,NA,U,FALSE,Brooklyn,NA,2015,NA
175,2015-04-19,Dog,American Pit Bull Terrier/Pit Bull,5,M,TRUE,Brooklyn,11218,2015,American Pit Bull Terrier/Pit Bull
176,2015-04-12,Dog,NA,NA,U,FALSE,Brooklyn,NA,2015,NA
177,2015-04-22,Dog,Maltese,7,F,TRUE,Brooklyn,11237,2015,Maltese
178,2015-04-23,Dog,Cane Corso,15,F,FALSE,Brooklyn,11238,2015,Cane Corso
179,2015-04-22,Dog,NA,NA,U,FALSE,Brooklyn,NA,2015,NA
180,2015-04-23,Dog,Parson Russellterr,2,M,TRUE,Brooklyn,11231,2015,Parson Russellterr
181,2015-04-24,Dog,"Poodle, Standard",NA,U,FALSE,Brooklyn,11221,2015,"Poodle, Standard"
182,2015-04-25,Dog,Shih Tzu,5,M,TRUE,Brooklyn,11219,2015,Shih Tzu
183,2015-04-26,Dog,American Staffordshire Terrier,2,M,FALSE,Brooklyn,11212,2015,American Staffordshire Terrier
184,2015-04-25,Dog,American Pit Bull Terrier/Pit Bull,3,M,FALSE,Brooklyn,11221,2015,American Pit Bull Terrier/Pit Bull
185,2015-04-25,Dog,American Pit Bull Terrier/Pit Bull,3,M,FALSE,Brooklyn,11221,2015,American Pit Bull Terrier/Pit Bull
186,2015-04-27,Dog,American Pit Bull Terrier/Pit Bull,2,M,FALSE,Brooklyn,11218,2015,American Pit Bull Terrier/Pit Bull
187,2015-04-20,Dog,American Pit Bull Terrier/Pit Bull,NA,U,FALSE,Brooklyn,11218,2015,American Pit Bull Terrier/Pit Bull
188,2015-04-25,Dog,Unknown,NA,U,FALSE,Brooklyn,11201,2015,Unknown
189,2015-04-25,Dog,German Shepherd,7,M,TRUE,Brooklyn,11234,2015,German Shepherd
190,2015-04-11,Dog,American Pit Bull Terrier/Pit Bull,3,F,TRUE,Brooklyn,11220,2015,American Pit Bull Terrier/Pit Bull
191,2015-04-29,Dog,Pug,3,M,TRUE,Brooklyn,11223,2015,Pug
192,2015-04-29,Dog,Pointer/Beagle X,7,F,FALSE,Brooklyn,11249,2015,Pointer/Beagle X
193,2015-04-29,Dog,Shiba Inu,5,M,TRUE,Brooklyn,11221,2015,Shiba Inu
194,2015-04-30,Dog,NA,NA,U,FALSE,Brooklyn,11220,2015,NA
195,2015-04-26,Dog,Chihuahua,2,F,FALSE,Brooklyn,11220,2015,Chihuahua
196,2015-04-30,Dog,German Shepherd/Ridgeback,5,M,TRUE,Brooklyn,11231,2015,German Shepherd/Ridgeback
197,2015-05-01,Dog,Bichon Frise,8,M,TRUE,Brooklyn,11223,2015,Bichon Frise
198,2015-05-01,Dog,Staffordshire Terr,7,F,TRUE,Brooklyn,11221,2015,Staffordshire Terr
199,2015-04-19,Dog,American Pit Bull Terrier/Pit Bull,NA,U,FALSE,Brooklyn,11223,2015,American Pit Bull Terrier/Pit Bull
200,2015-05-02,Dog,Chihuahua Crossbreed,NA,U,FALSE,Brooklyn,11214,2015,Chihuahua Crossbreed
201,2015-05-02,Dog,"Collie, Border",14,M,TRUE,Brooklyn,11234,2015,"Collie, Border"
202,2015-05-04,Dog,American Pit Bull Mix / Pit Bull Mix,8M,M,FALSE,Brooklyn,11204,2015,American Pit Bull Mix / Pit Bull Mix
203,2015-05-04,Dog,Belgian Malinois,NA,U,FALSE,Brooklyn,11213,2015,Belgian Malinois
204,2015-05-01,Dog,Boxer,2,M,TRUE,Brooklyn,11237,2015,Boxer
205,2015-05-03,Dog,NA,NA,U,FALSE,Brooklyn,11216,2015,NA
206,2015-05-01,Dog,Maltese - X,3,F,FALSE,Brooklyn,11209,2015,Maltese - X
207,2015-05-05,Dog,German Shepherd,NA,U,FALSE,Brooklyn,11220,2015,German Shepherd
208,2015-05-01,Dog,Pit Bull,NA,U,FALSE,Brooklyn,NA,2015,Pit Bull (or Mix)
209,2015-05-06,Dog,"Collie, Smooth Coat",10,F,TRUE,Brooklyn,11220,2015,"Collie, Smooth Coat"
210,2015-04-29,Dog,NA,7,M,FALSE,Brooklyn,11204,2015,NA
211,2015-05-06,Dog,Chihuahua/Boston Terr X,5,M,TRUE,Brooklyn,11222,2015,Chihuahua/Boston Terr X
212,2015-04-08,Dog,Husky/Cattle Dog Mix,4,M,TRUE,Brooklyn,NA,2015,Husky/Cattle Dog Mix
213,2015-04-08,Dog,Husky/Cattle Mix,4,M,TRUE,Brooklyn,NA,2015,Husky/Cattle Mix
214,2015-05-10,Dog,American Pit Bull Terrier/Pit Bull,13,M,TRUE,Brooklyn,11234,2015,American Pit Bull Terrier/Pit Bull
215,2015-05-10,Dog,American Staffordshire Terrier,2,M,FALSE,Brooklyn,11228,2015,American Staffordshire Terrier
216,2015-05-09,Dog,Siberian Husky,14,M,TRUE,Brooklyn,11231,2015,Siberian Husky
217,2015-05-09,Dog,American Pit Bull Mix / Pit Bull Mix,5,F,TRUE,Brooklyn,11208,2015,American Pit Bull Mix / Pit Bull Mix
218,2015-05-01,Dog,American Staffordshire Terrier,8,M,TRUE,Brooklyn,11217,2015,American Staffordshire Terrier
219,2015-05-09,Dog,NA,NA,U,FALSE,Brooklyn,NA,2015,NA
220,2015-05-03,Dog,American Pit Bull Terrier/Pit Bull,NA,F,FALSE,Brooklyn,11231,2015,American Pit Bull Terrier/Pit Bull
221,2015-05-11,Dog,NA,NA,U,FALSE,Brooklyn,NA,2015,NA
222,2015-05-07,Dog,Australian Shepherd,5,M,TRUE,Brooklyn,11238,2015,Australian Shepherd
223,2015-05-08,Dog,NA,NA,U,FALSE,Brooklyn,11209,2015,NA
224,2015-05-09,Dog,American Pit Bull Terrier/Pit Bull,8,M,TRUE,Brooklyn,11219,2015,American Pit Bull Terrier/Pit Bull
225,2015-05-11,Dog,American Pit Bull Terrier/Pit Bull,2,F,FALSE,Brooklyn,11218,2015,American Pit Bull Terrier/Pit Bull
226,2015-04-25,Dog,Shih Tzu,4,M,TRUE,Brooklyn,11226,2015,Shih Tzu
227,2015-05-03,Dog,Pit Bull,NA,U,FALSE,Brooklyn,11235,2015,Pit Bull (or Mix)
228,2015-05-10,Dog,American Pit Bull Mix / Pit Bull Mix,3,F,FALSE,Brooklyn,NA,2015,American Pit Bull Mix / Pit Bull Mix
229,2015-05-12,Dog,American Pit Bull Mix / Pit Bull Mix,5,M,TRUE,Brooklyn,11213,2015,American Pit Bull Mix / Pit Bull Mix
230,2015-04-30,Dog,NA,NA,U,FALSE,Brooklyn,NA,2015,NA
231,2015-05-12,Dog,Bloodhound,4,M,TRUE,Brooklyn,11231,2015,Bloodhound
232,2015-05-12,Dog,Jack Russ,10,M,TRUE,Brooklyn,11215,2015,Jack Russ
233,2015-05-14,Dog,American Pit Bull Terrier/Pit Bull,NA,U,FALSE,Brooklyn,11211,2015,American Pit Bull Terrier/Pit Bull
234,2015-05-14,Dog,"Cocker Spaniel, American",10,M,TRUE,Brooklyn,11220,2015,"Cocker Spaniel, American"
235,2015-05-09,Dog,Siberian Husky,NA,U,FALSE,Brooklyn,NA,2015,Siberian Husky
236,2015-05-14,Dog,American Pit Bull Terrier/Pit Bull,6,M,FALSE,Brooklyn,11232,2015,American Pit Bull Terrier/Pit Bull
237,2015-05-12,Dog,American Pit Bull Terrier/Pit Bull,NA,U,FALSE,Brooklyn,NA,2015,American Pit Bull Terrier/Pit Bull
238,2015-04-28,Dog,American Pit Bull Mix / Pit Bull Mix,1,M,TRUE,Brooklyn,11234,2015,American Pit Bull Mix / Pit Bull Mix
239,2015-05-15,Dog,Cocker Spaniel Crossbreed,NA,M,FALSE,Brooklyn,11205,2015,Cocker Spaniel Crossbreed
240,2015-05-18,Dog,American Staffordshire Terrier,2,M,FALSE,Brooklyn,11211,2015,American Staffordshire Terrier
241,2015-05-18,Dog,American Staffordshire Terrier,2,M,FALSE,Brooklyn,11211,2015,American Staffordshire Terrier
242,2015-05-17,Dog,NA,NA,U,FALSE,Brooklyn,NA,2015,NA
243,2015-01-08,Dog,American Pit Bull Terrier/Pit Bull,1,M,TRUE,Brooklyn,11224,2015,American Pit Bull Terrier/Pit Bull
