unique_id,date_of_bite,species,breed,age,gender,spay_neuter,borough,zip_code,year,breed_rc
661,2015-11-02,Dog,Pit Bull,NA,U,FALSE,Brooklyn,NA,2015,Pit Bull (or Mix)
662,2015-11-02,Dog,Pit Bull,NA,U,FALSE,Brooklyn,NA,2015,Pit Bull (or Mix)
663,2015-11-01,Dog,NA,NA,U,FALSE,Brooklyn,NA,2015,NA
664,2015-10-31,Dog,Mixed/Other,NA,U,FALSE,Brooklyn,11215,2015,Mixed/Other
665,2015-11-02,Dog,Rottweiler,NA,U,FALSE,Brooklyn,NA,2015,Rottweiler
666,2015-10-23,Dog,American Staffordshire Terrier,1,M,TRUE,Brooklyn,11214,2015,American Staffordshire Terrier
667,2015-11-05,Dog,Yorkie/Maltese X,7,M,TRUE,Brooklyn,11203,2015,Yorkie/Maltese X
668,2015-11-06,Dog,American Pit Bull Mix / Pit Bull Mix,10M,M,FALSE,Brooklyn,11208,2015,American Pit Bull Mix / Pit Bull Mix
669,2015-11-05,Dog,Chihuahua,NA,U,FALSE,Brooklyn,NA,2015,Chihuahua
670,2015-11-02,Dog,Boxer/Pit Bull X,NA,F,TRUE,Brooklyn,11218,2015,Boxer/Pit Bull X
671,2015-11-06,Dog,American Pit Bull Mix / Pit Bull Mix,1,M,TRUE,Brooklyn,11208,2015,American Pit Bull Mix / Pit Bull Mix
672,2015-11-06,Dog,Mixed,5,M,TRUE,Brooklyn,11208,2015,Mixed
673,2015-11-07,Dog,Chow/Shepherd X,15,M,TRUE,Brooklyn,11234,2015,Chow/Shepherd X
674,2015-11-07,Dog,"Mastiff, Bull",6,M,TRUE,Brooklyn,11230,2015,"Mastiff, Bull"
675,2015-11-07,Dog,"Poodle, Standard",9,M,TRUE,Brooklyn,NA,2015,"Poodle, Standard"
676,2015-11-06,Dog,Rottweiler/Pit Bull X,NA,U,FALSE,Brooklyn,11212,2015,Rottweiler/Pit Bull X
677,2015-11-07,Dog,NA,NA,U,FALSE,Brooklyn,11209,2015,NA
678,2015-10-30,Dog,Rottweiler,NA,U,FALSE,Brooklyn,11232,2015,Rottweiler
679,2015-10-31,Dog,Jack Russ,NA,U,FALSE,Brooklyn,11236,2015,Jack Russ
680,2015-11-07,Dog,American Pit Bull Terrier/Pit Bull,NA,U,FALSE,Brooklyn,11206,2015,American Pit Bull Terrier/Pit Bull
681,2015-11-11,Dog,Chihuahua,2,M,FALSE,Brooklyn,11228,2015,Chihuahua
682,2015-11-10,Dog,Doberman/Pit Bull X,1,M,TRUE,Brooklyn,11201,2015,Doberman/Pit Bull X
683,2015-11-06,Dog,"Poodle, Standard",5,M,FALSE,Brooklyn,11203,2015,"Poodle, Standard"
684,2015-10-26,Dog,NA,NA,U,FALSE,Brooklyn,11221,2015,NA
685,2015-11-12,Dog,Pit Bull,NA,U,FALSE,Brooklyn,11216,2015,Pit Bull (or Mix)
686,2015-11-10,Dog,Pit Bull,NA,U,FALSE,Brooklyn,11205,2015,Pit Bull (or Mix)
687,2015-11-12,Dog,Pit Bull,NA,U,FALSE,Brooklyn,11205,2015,Pit Bull (or Mix)
688,2015-11-15,Dog,Bull Terrier,NA,U,FALSE,Brooklyn,11226,2015,Bull Terrier
689,2015-11-14,Dog,NA,NA,U,FALSE,Brooklyn,11231,2015,NA
690,2015-11-12,Dog,NA,NA,U,FALSE,Brooklyn,11236,2015,NA
691,2015-11-13,Dog,German Shepherd,NA,U,FALSE,Brooklyn,11204,2015,German Shepherd
692,2015-11-11,Dog,American Bulldog/Great Pyrenees,3,F,TRUE,Brooklyn,11232,2015,American Bulldog/Great Pyrenees
693,2015-11-13,Dog,Pit Bull,NA,U,FALSE,Brooklyn,11215,2015,Pit Bull (or Mix)
694,2015-11-12,Dog,Harrier/Germ Shep,3,M,TRUE,Brooklyn,11206,2015,Harrier/Germ Shep
695,2015-11-16,Dog,Mastiff/Am Pit Bull Terr,1,M,TRUE,Brooklyn,11208,2015,Mastiff/Am Pit Bull Terr
696,2015-11-18,Dog,Pit Bull,7,F,TRUE,Brooklyn,11237,2015,Pit Bull (or Mix)
697,2015-11-15,Dog,NA,NA,U,FALSE,Brooklyn,11210,2015,NA
698,2015-11-18,Dog,Pit Bull,1,M,TRUE,Brooklyn,11212,2015,Pit Bull (or Mix)
699,2015-11-12,Dog,Pit Bull,3,F,FALSE,Brooklyn,11236,2015,Pit Bull (or Mix)
700,2015-11-18,Dog,Labrador Retriever Crossbreed,1,F,TRUE,Brooklyn,11211,2015,Labrador Retriever Crossbreed
701,2015-10-26,Dog,Shih Tzu,NA,U,FALSE,Brooklyn,11220,2015,Shih Tzu
702,2015-11-20,Dog,Yorkshire Terrier,NA,U,FALSE,Brooklyn,11203,2015,Yorkshire Terrier
703,2015-07-13,Dog,NA,NA,U,FALSE,Brooklyn,11234,2015,NA
704,2015-11-18,Dog,Pit-Bull Lab X,10,F,FALSE,Brooklyn,11230,2015,Pit-Bull Lab X
705,2015-11-22,Dog,Pit Bull,1,M,FALSE,Brooklyn,11208,2015,Pit Bull (or Mix)
706,2015-11-21,Dog,American Pit Bull Terrier/Pit Bull,2,M,TRUE,Brooklyn,11214,2015,American Pit Bull Terrier/Pit Bull
707,2015-11-23,Dog,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE,Brooklyn,11208,2015,American Pit Bull Mix / Pit Bull Mix
708,2015-11-21,Dog,Bull Dog,NA,U,FALSE,Brooklyn,11222,2015,Bull Dog
709,2015-11-21,Dog,Boxer X,1,F,TRUE,Brooklyn,11222,2015,Boxer X
710,2015-11-15,Dog,NA,NA,U,FALSE,Brooklyn,NA,2015,NA
711,2015-11-21,Dog,NA,NA,U,FALSE,Brooklyn,NA,2015,NA
712,2015-11-20,Dog,Pit Bull,6,M,FALSE,Brooklyn,11206,2015,Pit Bull (or Mix)
713,2015-11-23,Dog,Shih Tzu,2,M,TRUE,Brooklyn,11220,2015,Shih Tzu
714,2015-11-20,Dog,Poodle X,1,F,FALSE,Brooklyn,11213,2015,Poodle X
715,2015-11-25,Dog,Pit Bull,4,M,FALSE,Brooklyn,11206,2015,Pit Bull (or Mix)
716,2015-11-26,Dog,Chihuahua,4M,M,TRUE,Brooklyn,11239,2015,Chihuahua
717,2015-11-26,Dog,American Staffordshire Terrier,10M,M,FALSE,Brooklyn,11221,2015,American Staffordshire Terrier
718,2015-11-27,Dog,Chihuahua Crossbreed,8,M,TRUE,Brooklyn,11207,2015,Chihuahua Crossbreed
719,2015-11-28,Dog,NA,NA,U,FALSE,Brooklyn,11237,2015,NA
720,2015-11-27,Dog,Chihuahua,NA,U,FALSE,Brooklyn,11206,2015,Chihuahua
721,2015-11-25,Dog,Pit Bull,NA,U,FALSE,Brooklyn,11216,2015,Pit Bull (or Mix)
722,2015-11-28,Dog,Shih Tzu,2,M,TRUE,Brooklyn,11237,2015,Shih Tzu
723,2015-11-24,Dog,Pit Bull,NA,U,FALSE,Brooklyn,11212,2015,Pit Bull (or Mix)
724,2015-11-29,Dog,Yorkshire Terrier,4,M,TRUE,Brooklyn,11236,2015,Yorkshire Terrier
725,2015-11-23,Dog,Pit Bull,NA,U,FALSE,Brooklyn,NA,2015,Pit Bull (or Mix)
726,2015-11-27,Dog,Shih Tzu,1,M,FALSE,Brooklyn,11219,2015,Shih Tzu
727,2015-12-01,Dog,NA,NA,U,FALSE,Brooklyn,11216,2015,NA
728,2015-11-30,Dog,Mixed,3,M,TRUE,Brooklyn,11210,2015,Mixed
729,2015-11-28,Dog,Pit Bull,1,F,FALSE,Brooklyn,11226,2015,Pit Bull (or Mix)
730,2015-12-01,Dog,Bernese Mountain,NA,U,FALSE,Brooklyn,11217,2015,Bernese Mountain
731,2015-12-01,Dog,Beagle Crossbreed,2,M,TRUE,Brooklyn,11231,2015,Beagle Crossbreed
732,2015-12-02,Dog,NA,NA,U,FALSE,Brooklyn,11207,2015,NA
733,2015-12-03,Dog,"Bull Dog, French",3,M,TRUE,Brooklyn,11235,2015,"Bull Dog, French"
734,2015-12-04,Dog,Black Russian Terrier,NA,U,FALSE,Brooklyn,11204,2015,Black Russian Terrier
735,2015-11-25,Dog,Jack Russ,NA,M,TRUE,Brooklyn,11208,2015,Jack Russ
736,2015-12-06,Dog,Pit Bull,4,M,TRUE,Brooklyn,11212,2015,Pit Bull (or Mix)
737,2015-12-07,Dog,Beagle/Jack Russell X,4,M,TRUE,Brooklyn,11224,2015,Beagle/Jack Russell X
738,2015-12-06,Dog,Chow Chow,8,M,FALSE,Brooklyn,11221,2015,Chow Chow
740,2015-12-06,Dog,Bichon Frise,12,M,TRUE,Brooklyn,11234,2015,Bichon Frise
741,2015-12-05,Dog,Sudanese Hound X,1,M,TRUE,Brooklyn,11231,2015,Sudanese Hound X
742,2015-12-04,Dog,Terrier X,6,M,TRUE,Brooklyn,11234,2015,Terrier X
743,2015-12-04,Dog,NA,NA,U,FALSE,Brooklyn,11219,2015,NA
744,2015-11-29,Dog,Maltese,2,F,TRUE,Brooklyn,11214,2015,Maltese
745,2015-12-09,Dog,Yorkshire Terrier Crossbreed,3,M,FALSE,Brooklyn,11208,2015,Yorkshire Terrier Crossbreed
746,2015-12-09,Dog,Terrier X,11,M,TRUE,Brooklyn,11231,2015,Terrier X
747,2015-12-12,Dog,Chihuahua,NA,U,FALSE,Brooklyn,11212,2015,Chihuahua
748,2015-12-01,Dog,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE,Brooklyn,11208,2015,American Pit Bull Mix / Pit Bull Mix
749,2015-12-09,Dog,NA,NA,U,FALSE,Brooklyn,11223,2015,NA
750,2015-12-14,Dog,Yorkshire Terrier,5,M,TRUE,Brooklyn,11237,2015,Yorkshire Terrier
751,2015-12-08,Dog,Shih Tzu,2,M,FALSE,Brooklyn,11221,2015,Shih Tzu
752,2015-12-11,Dog,Shih Tzu,2,F,FALSE,Brooklyn,11235,2015,Shih Tzu
753,2015-12-12,Dog,Pit Bull,2,F,TRUE,Brooklyn,11237,2015,Pit Bull (or Mix)
754,2015-12-12,Dog,Pit Bull,1,M,TRUE,Brooklyn,11237,2015,Pit Bull (or Mix)
755,2015-12-15,Dog,NA,NA,U,FALSE,Brooklyn,11217,2015,NA
756,2015-12-15,Dog,Pit Bull,NA,U,FALSE,Brooklyn,11203,2015,Pit Bull (or Mix)
757,2015-12-16,Dog,Siberian Husky,NA,U,FALSE,Brooklyn,11222,2015,Siberian Husky
758,2015-12-14,Dog,NA,NA,U,FALSE,Brooklyn,11214,2015,NA
759,2015-12-14,Dog,American Pit Bull Mix / Pit Bull Mix,1,M,TRUE,Brooklyn,11217,2015,American Pit Bull Mix / Pit Bull Mix
760,2015-12-17,Dog,American Pit Bull Mix / Pit Bull Mix,NA,M,FALSE,Brooklyn,11208,2015,American Pit Bull Mix / Pit Bull Mix
761,2015-12-18,Dog,"Bull Dog, French",NA,U,FALSE,Brooklyn,11229,2015,"Bull Dog, French"
762,2015-12-19,Dog,NA,7,F,TRUE,Brooklyn,NA,2015,NA
763,2015-12-19,Dog,American Pit Bull Mix / Pit Bull Mix,4,M,TRUE,Brooklyn,11238,2015,American Pit Bull Mix / Pit Bull Mix
764,2015-12-19,Dog,American Pit Bull Mix / Pit Bull Mix,6,F,TRUE,Brooklyn,11201,2015,American Pit Bull Mix / Pit Bull Mix
765,2015-12-21,Dog,American Pit Bull Terrier/Pit Bull,2,F,TRUE,Brooklyn,11220,2015,American Pit Bull Terrier/Pit Bull
766,2015-12-20,Dog,Mixed,NA,U,FALSE,Brooklyn,11212,2015,Mixed
767,2015-10-21,Dog,American Pit Bull Terrier/Pit Bull,NA,U,FALSE,Brooklyn,11236,2015,American Pit Bull Terrier/Pit Bull
768,2015-12-20,Dog,Beagle,14,F,FALSE,Brooklyn,11229,2015,Beagle
769,2015-12-13,Dog,"Poodle, Toy",2,M,FALSE,Brooklyn,11232,2015,"Poodle, Toy"
770,2015-12-23,Dog,NA,NA,U,FALSE,Brooklyn,11224,2015,NA
771,2015-12-24,Dog,Cane Corso,NA,U,FALSE,Brooklyn,11234,2015,Cane Corso
772,2015-12-24,Dog,NA,8,M,TRUE,Brooklyn,11234,2015,NA
773,2015-12-24,Dog,Miniature Pinscher,11,M,FALSE,Brooklyn,11228,2015,Miniature Pinscher
774,2015-12-26,Dog,Chihuahua,2,M,FALSE,Brooklyn,11220,2015,Chihuahua
775,2015-12-27,Dog,Bull Dog,3,F,TRUE,Brooklyn,11203,2015,Bull Dog
776,2015-12-24,Dog,Shih Tzu,6,M,TRUE,Brooklyn,11207,2015,Shih Tzu
777,2015-12-24,Dog,NA,NA,U,FALSE,Brooklyn,NA,2015,NA
778,2015-12-25,Dog,Mixed,4,M,TRUE,Brooklyn,11219,2015,Mixed
779,2015-12-29,Dog,NA,NA,U,FALSE,Brooklyn,11229,2015,NA
780,2015-12-30,Dog,Pit Bull,2,M,FALSE,Brooklyn,11223,2015,Pit Bull (or Mix)
781,2016-01-02,Dog,Yorkshire Terrier,10,M,TRUE,Brooklyn,11235,2016,Yorkshire Terrier
782,2016-01-01,Dog,Pit Bull,NA,U,FALSE,Brooklyn,11237,2016,Pit Bull (or Mix)
783,2016-01-01,Dog,Pit Bull,NA,M,TRUE,Brooklyn,11206,2016,Pit Bull (or Mix)
784,2016-01-01,Dog,Pit Bull,NA,U,TRUE,Brooklyn,11206,2016,Pit Bull (or Mix)
785,2015-12-31,Dog,Brussels Griffon,8,M,TRUE,Brooklyn,11213,2015,Brussels Griffon
786,2015-12-31,Dog,NA,NA,U,FALSE,Brooklyn,11220,2015,NA
787,2016-01-01,Dog,NA,NA,M,FALSE,Brooklyn,11236,2016,NA
788,2015-12-22,Dog,Shih Tzu/Poodle X,2,M,TRUE,Brooklyn,11230,2015,Shih Tzu/Poodle X
789,2015-12-10,Dog,Amer Bull Terrier,1,M,FALSE,Brooklyn,11213,2015,Amer Bull Terrier
790,2015-11-11,Dog,Pit Bull,4,F,TRUE,Brooklyn,11224,2015,Pit Bull (or Mix)
791,2016-01-04,Dog,Shih Tzu,NA,U,FALSE,Brooklyn,11212,2016,Shih Tzu
792,2016-01-06,Dog,German Shepherd,2,M,FALSE,Brooklyn,11220,2016,German Shepherd
793,2016-01-07,Dog,Chihuahua,NA,U,FALSE,Brooklyn,11206,2016,Chihuahua
794,2016-01-03,Dog,Mixed,NA,U,FALSE,Brooklyn,NA,2016,Mixed
795,2015-12-25,Dog,Rottweiler,NA,M,FALSE,Brooklyn,11234,2015,Rottweiler
796,2016-01-09,Dog,Pekingese/Chihuahua,1,F,FALSE,Brooklyn,11207,2016,Pekingese/Chihuahua
797,2016-01-10,Dog,Pug/Beagle X,10,M,FALSE,Brooklyn,11209,2016,Pug/Beagle X
798,2016-01-12,Dog,NA,7,M,TRUE,Brooklyn,11229,2016,NA
799,2016-01-08,Dog,German Shepherd,5,F,FALSE,Brooklyn,11225,2016,German Shepherd
800,2016-01-12,Dog,Pit Bull,2,M,FALSE,Brooklyn,11229,2016,Pit Bull (or Mix)
801,2016-01-13,Dog,Toy Fox Terrier,1,M,FALSE,Brooklyn,11208,2016,Toy Fox Terrier
802,2016-01-13,Dog,Bull Dog,NA,U,FALSE,Brooklyn,11230,2016,Bull Dog
803,2016-01-08,Dog,Pit Bull,NA,U,FALSE,Brooklyn,11209,2016,Pit Bull (or Mix)
804,2016-01-10,Dog,Miniature Pinscher,3,M,TRUE,Brooklyn,11232,2016,Miniature Pinscher
805,2016-01-15,Dog,Yorkshire Terrier,NA,U,FALSE,Brooklyn,11207,2016,Yorkshire Terrier
806,2016-01-15,Dog,NA,NA,U,FALSE,Brooklyn,NA,2016,NA
807,2016-01-15,Dog,Pit Bull/ American Bully,3,M,FALSE,Brooklyn,11232,2016,Pit Bull/ American Bully
808,2016-01-15,Dog,Pit Bull,NA,U,FALSE,Brooklyn,11214,2016,Pit Bull (or Mix)
809,2016-01-16,Dog,Pit Bull,NA,U,FALSE,Brooklyn,11213,2016,Pit Bull (or Mix)
810,2016-01-15,Dog,NA,NA,U,FALSE,Brooklyn,NA,2016,NA
811,2016-01-16,Dog,Pit Bull,NA,U,FALSE,Brooklyn,11237,2016,Pit Bull (or Mix)
812,2015-12-23,Dog,Yorkshire Terrier Crossbreed,6,M,TRUE,Brooklyn,11219,2015,Yorkshire Terrier Crossbreed
813,2016-01-17,Dog,Miniature Pinscher,NA,U,FALSE,Brooklyn,11218,2016,Miniature Pinscher
814,2016-01-18,Dog,Boston Terrier,4,M,TRUE,Brooklyn,NA,2016,Boston Terrier
815,2016-01-19,Dog,American Pit Bull Terrier/Pit Bull,8,F,FALSE,Brooklyn,11218,2016,American Pit Bull Terrier/Pit Bull
816,2016-01-18,Dog,Chihuahua Crossbreed,4,F,TRUE,Brooklyn,11233,2016,Chihuahua Crossbreed
817,2016-01-21,Dog,Chihuahua,1,M,FALSE,Brooklyn,11219,2016,Chihuahua
818,2016-01-22,Dog,Pincher,NA,U,FALSE,Brooklyn,11249,2016,Pincher
819,2016-01-22,Dog,NA,NA,U,FALSE,Brooklyn,11225,2016,NA
820,2016-01-16,Dog,Labrador Retriever Crossbreed,NA,M,TRUE,Brooklyn,11231,2016,Labrador Retriever Crossbreed
821,2016-01-21,Dog,Rottweiler,2,M,FALSE,Brooklyn,11232,2016,Rottweiler
822,2016-01-20,Dog,NA,NA,U,FALSE,Brooklyn,NA,2016,NA
823,2016-01-21,Dog,Rottweiler,2,M,FALSE,Brooklyn,11232,2016,Rottweiler
824,2016-01-21,Dog,Persa Canario,9,M,FALSE,Brooklyn,NA,2016,Persa Canario
825,2016-01-21,Dog,Jack Russ,7,M,FALSE,Brooklyn,11236,2016,Jack Russ
826,2016-01-23,Dog,Jack Russell X,2,M,TRUE,Brooklyn,11218,2016,Jack Russell X
827,2016-01-22,Dog,American Pit Bull Mix / Pit Bull Mix,3,M,TRUE,Brooklyn,11221,2016,American Pit Bull Mix / Pit Bull Mix
828,2016-01-23,Dog,NA,NA,U,FALSE,Brooklyn,11201,2016,NA
829,2016-01-27,Dog,NA,NA,U,FALSE,Brooklyn,11222,2016,NA
830,2016-01-18,Dog,American Pit Bull Terrier/Pit Bull,NA,U,FALSE,Brooklyn,11206,2016,American Pit Bull Terrier/Pit Bull
831,2016-01-23,Dog,Chihuahua,1,M,FALSE,Brooklyn,11226,2016,Chihuahua
832,2016-01-22,Dog,NA,NA,U,FALSE,Brooklyn,11221,2016,NA
833,2016-01-25,Dog,American Pit Bull Mix / Pit Bull Mix,NA,U,FALSE,Brooklyn,11215,2016,American Pit Bull Mix / Pit Bull Mix
834,2016-01-26,Dog,NA,NA,U,FALSE,Brooklyn,NA,2016,NA
835,2016-01-27,Dog,Beagle/Lab X,1,F,TRUE,Brooklyn,11211,2016,Beagle/Lab X
836,2016-01-26,Dog,NA,NA,U,FALSE,Brooklyn,11213,2016,NA
837,2016-02-01,Dog,American Pit Bull Terrier/Pit Bull,NA,U,FALSE,Brooklyn,11235,2016,American Pit Bull Terrier/Pit Bull
838,2016-01-31,Dog,American Pit Bull Terrier/Pit Bull,NA,U,FALSE,Brooklyn,11235,2016,American Pit Bull Terrier/Pit Bull
839,2016-02-02,Dog,American Pit Bull Terrier/Pit Bull,8,M,TRUE,Brooklyn,11221,2016,American Pit Bull Terrier/Pit Bull
840,2016-02-01,Dog,Shih Tzu,NA,U,FALSE,Brooklyn,11221,2016,Shih Tzu
841,2016-01-07,Dog,American Pit Bull Terrier/Pit Bull,NA,U,FALSE,Brooklyn,11213,2016,American Pit Bull Terrier/Pit Bull
842,2016-02-03,Dog,Beagle,NA,U,FALSE,Brooklyn,11201,2016,Beagle
843,2016-02-02,Dog,Belgian Shepherd,3,F,TRUE,Brooklyn,11238,2016,Belgian Shepherd
844,2016-02-04,Dog,Bernese Mountain,18M,F,TRUE,Brooklyn,11215,2016,Bernese Mountain
845,2016-02-03,Dog,Rottweiler,NA,U,FALSE,Brooklyn,NA,2016,Rottweiler
846,2016-01-20,Dog,NA,NA,U,FALSE,Brooklyn,NA,2016,NA
847,2016-02-04,Dog,Chihuahua,1,M,FALSE,Brooklyn,NA,2016,Chihuahua
848,2016-02-04,Dog,Boston Terrier,4,M,TRUE,Brooklyn,11237,2016,Boston Terrier
849,2016-02-06,Dog,Silky Terrier,6,M,FALSE,Brooklyn,11206,2016,Silky Terrier
850,2016-02-09,Dog,Pit Bull,4,M,FALSE,Brooklyn,11207,2016,Pit Bull (or Mix)
851,2016-02-10,Dog,American Pit Bull Mix / Pit Bull Mix,9,F,TRUE,Brooklyn,11228,2016,American Pit Bull Mix / Pit Bull Mix
852,2016-02-10,Dog,NA,NA,U,FALSE,Brooklyn,NA,2016,NA
853,2016-01-20,Dog,Chihuahua,2,U,FALSE,Brooklyn,11209,2016,Chihuahua
854,2016-02-11,Dog,NA,NA,U,FALSE,Brooklyn,NA,2016,NA
855,2016-02-15,Dog,Yorkshire Terrier,6,M,TRUE,Brooklyn,11214,2016,Yorkshire Terrier
856,2016-02-13,Dog,American Pit Bull Mix / Pit Bull Mix,4,M,FALSE,Brooklyn,11235,2016,American Pit Bull Mix / Pit Bull Mix
857,2016-02-13,Dog,Maltese,6,M,FALSE,Brooklyn,11220,2016,Maltese
858,2016-02-13,Dog,NA,NA,U,FALSE,Brooklyn,NA,2016,NA
859,2016-02-11,Dog,American Pit Bull Terrier/Pit Bull,9,M,FALSE,Brooklyn,11206,2016,American Pit Bull Terrier/Pit Bull
860,2016-02-18,Dog,Australian Cattle Blue Heeler X,5,M,TRUE,Brooklyn,11217,2016,Australian Cattle Blue Heeler X
861,2016-02-18,Dog,Bull Dog,NA,U,FALSE,Brooklyn,11229,2016,Bull Dog
862,2016-02-18,Dog,German Shepherd,1,M,TRUE,Brooklyn,11208,2016,German Shepherd
863,2016-02-20,Dog,NA,NA,U,FALSE,Brooklyn,11221,2016,NA
864,2016-02-19,Dog,Mixed,NA,U,FALSE,Brooklyn,NA,2016,Mixed
865,2016-02-22,Dog,Beligum/German Shep X,2,M,TRUE,Brooklyn,11226,2016,Beligum/German Shep X
866,2016-02-17,Dog,Labrador Retr/Pit Bull X,2,M,TRUE,Brooklyn,11208,2016,Labrador Retr/Pit Bull X
867,2016-02-21,Dog,NA,NA,U,FALSE,Brooklyn,11237,2016,NA
868,2016-02-23,Dog,Cocker Spaniel Crossbreed,6,F,TRUE,Brooklyn,11239,2016,Cocker Spaniel Crossbreed
869,2016-02-22,Dog,NA,NA,U,FALSE,Brooklyn,11234,2016,NA
870,2016-02-25,Dog,American Pit Bull Mix / Pit Bull Mix,1,F,TRUE,Brooklyn,11211,2016,American Pit Bull Mix / Pit Bull Mix
871,2016-02-25,Dog,Border Terrier,13,M,TRUE,Brooklyn,11201,2016,Border Terrier
872,2016-02-10,Dog,Labrador Retriever,2,M,TRUE,Brooklyn,11204,2016,Labrador Retriever
873,2016-02-29,Dog,Shih Tzu/Maltese X,5,M,TRUE,Brooklyn,11223,2016,Shih Tzu/Maltese X
874,2016-02-28,Dog,Yorkshire Terrier,3,F,FALSE,Brooklyn,11237,2016,Yorkshire Terrier
875,2016-02-25,Dog,Lab/Collie X,13,F,TRUE,Brooklyn,11215,2016,Lab/Collie X
876,2016-02-28,Dog,Miniature Pinscher,5,M,FALSE,Brooklyn,11215,2016,Miniature Pinscher
877,2016-02-16,Dog,Yorkshire Terrier Crossbreed,3,F,TRUE,Brooklyn,11233,2016,Yorkshire Terrier Crossbreed
878,2016-02-29,Dog,Pit Bull,NA,U,FALSE,Brooklyn,11213,2016,Pit Bull (or Mix)
879,2016-02-26,Dog,NA,NA,U,FALSE,Brooklyn,11230,2016,NA
880,2016-02-27,Dog,NA,NA,U,FALSE,Brooklyn,NA,2016,NA
881,2016-02-18,Dog,Bull Dog,NA,U,FALSE,Brooklyn,11233,2016,Bull Dog
882,2016-02-22,Dog,Dalmatian,6,M,TRUE,Brooklyn,11220,2016,Dalmatian
883,2016-02-26,Dog,Siberian Husky,NA,M,FALSE,Brooklyn,11220,2016,Siberian Husky
884,2016-03-01,Dog,NA,NA,U,FALSE,Brooklyn,11218,2016,NA
885,2016-02-25,Dog,Shiloh Shepherd,NA,U,FALSE,Brooklyn,11231,2016,Shiloh Shepherd
886,2016-03-05,Dog,Pit Bull,2,M,FALSE,Brooklyn,11225,2016,Pit Bull (or Mix)
887,2016-03-03,Dog,NA,NA,U,FALSE,Brooklyn,11220,2016,NA
888,2016-01-17,Dog,American Pit Bull Mix / Pit Bull Mix,11,M,FALSE,Brooklyn,NA,2016,American Pit Bull Mix / Pit Bull Mix
889,2016-02-24,Dog,American Pit Bull Terrier/Pit Bull,5,F,TRUE,Brooklyn,11208,2016,American Pit Bull Terrier/Pit Bull
890,2016-03-03,Dog,NA,NA,U,FALSE,Brooklyn,11222,2016,NA
891,2016-03-06,Dog,Shih Tzu,NA,U,FALSE,Brooklyn,NA,2016,Shih Tzu
892,2016-03-04,Dog,Rat Terrier,4,M,TRUE,Brooklyn,11226,2016,Rat Terrier
893,2016-03-05,Dog,American Pit Bull Terrier/Pit Bull,8,M,FALSE,Brooklyn,11233,2016,American Pit Bull Terrier/Pit Bull
894,2016-02-21,Dog,Amer Staff/Lab X,6,M,FALSE,Brooklyn,11225,2016,Amer Staff/Lab X
895,2016-03-09,Dog,American Pit Bull Terrier/Pit Bull,NA,U,FALSE,Brooklyn,11220,2016,American Pit Bull Terrier/Pit Bull
896,2016-03-06,Dog,American Pit Bull Terrier/Pit Bull,NA,U,FALSE,Brooklyn,11224,2016,American Pit Bull Terrier/Pit Bull
897,2016-03-07,Dog,NA,NA,U,FALSE,Brooklyn,11222,2016,NA
898,2016-03-11,Dog,Jack Russell/Chihuahua X,5,M,FALSE,Brooklyn,11208,2016,Jack Russell/Chihuahua X
899,2016-03-13,Dog,Pug,7,M,TRUE,Brooklyn,11202,2016,Pug
900,2016-03-10,Dog,Shiba Inu,1,F,FALSE,Brooklyn,11209,2016,Shiba Inu
901,2016-03-10,Dog,Pit Bull,5,M,FALSE,Brooklyn,11231,2016,Pit Bull (or Mix)
902,2016-03-12,Dog,NA,NA,U,FALSE,Brooklyn,NA,2016,NA
903,2016-03-12,Dog,Shiba Inu,2,F,TRUE,Brooklyn,11230,2016,Shiba Inu
904,2016-03-13,Dog,NA,NA,U,FALSE,Brooklyn,11219,2016,NA
905,2016-03-15,Dog,NA,NA,U,FALSE,Brooklyn,NA,2016,NA
906,2016-03-15,Dog,Labrador Retriever Crossbreed,7,M,TRUE,Brooklyn,11234,2016,Labrador Retriever Crossbreed
907,2016-03-12,Dog,American Pit Bull Mix / Pit Bull Mix,11,M,TRUE,Brooklyn,11215,2016,American Pit Bull Mix / Pit Bull Mix
908,2016-03-16,Dog,Poodle,13,F,FALSE,Brooklyn,11234,2016,Poodle
909,2016-03-17,Dog,German Shepherd Crossbreed,9,M,TRUE,Brooklyn,11207,2016,German Shepherd Crossbreed
910,2016-03-10,Dog,Pit Bull,1,M,TRUE,Brooklyn,11209,2016,Pit Bull (or Mix)
911,2016-03-18,Dog,Shepherd Mix,9,M,FALSE,Brooklyn,11229,2016,Shepherd Mix
912,2016-03-19,Dog,American Pit Bull Terrier/Pit Bull,7,M,FALSE,Brooklyn,11203,2016,American Pit Bull Terrier/Pit Bull
913,2016-03-03,Dog,NA,NA,U,FALSE,Brooklyn,NA,2016,NA
914,2016-03-18,Dog,Mixed,NA,U,FALSE,Brooklyn,NA,2016,Mixed
915,2016-03-19,Dog,"Bull Dog, English",2,M,FALSE,Brooklyn,11203,2016,"Bull Dog, English"
916,2016-03-14,Dog,American Pit Bull Mix / Pit Bull Mix,8,M,TRUE,Brooklyn,11235,2016,American Pit Bull Mix / Pit Bull Mix
917,2016-03-23,Dog,"Bull Dog, French",7,F,FALSE,Brooklyn,11249,2016,"Bull Dog, French"
